video_id,segment_id,start,end,n_viewers_reached,completion_rate,dropoff_rate,n_pauses,n_replays,n_seeks,avg_pause_rate,avg_replay_rate,retention_next,dropoff_velocity,completion_acceleration,dropoff_trend_3seg,dropoff_relative_score,is_relative_outlier,expected_completion,attrition_residual,residual_norm,pause_norm,dropoff_norm,bored_score,is_bored
v17,38,570,585,223,0.5703,0.0448,54,3,6,0.2422,0.0135,0.5448,0.0059999999999999,0.0023999999999999,0.0416333333333333,-0.2395652387467857,False,0.4342462474323838,-0.1360537525676162,0.061991461876658153,0.7165680473372781,0.0448,0.1860301942181189,False
v17,39,585,600,213,0.5448,0.1174,72,2,7,0.338,0.0094,0.4808,0.0726,-0.0024,0.067,0.1427150808359661,False,0.4193590171807955,-0.12544098281920446,0.09693901966804139,1.0,0.1174,0.2857356078672166,False
v17,40,600,615,188,0.4808,0.0904,63,2,7,0.3351,0.0106,0.4373,-0.027,-0.0384999999999998,0.0842,0.0005447140489922,False,0.40447183956166555,-0.07632816043833446,0.25866618789481444,0.9914201183431952,0.0904,0.3379104988265649,False
v17,41,615,630,171,0.4373,0.1228,49,2,5,0.2865,0.0117,0.3836,0.0324,0.0204999999999999,0.1102,0.1711491541933609,False,0.3895847145759035,-0.04771528542409653,0.3528875953918868,0.8476331360946744,0.1228,0.3598016653756896,True
v17,42,630,645,150,0.3836,0.08,37,3,5,0.2467,0.02,0.3529,-0.0428,-0.0102,0.0977333333333333,-0.0542172050096939,False,0.3746976422225998,-0.008902357777400172,0.4806974946115219,0.7298816568047337,0.08,0.37025532920555554,True
v17,43,645,660,138,0.3529,0.0725,20,2,10,0.1449,0.0145,0.3274,-0.0075,0.023,0.0917666666666666,-0.0937089735616311,False,0.35981062250266405,0.006910622502664054,0.5327692021197575,0.428698224852071,0.0725,0.3278473258183172,False
v17,44,660,675,128,0.3274,0.0391,16,1,11,0.125,0.0078,0.3146,-0.0333999999999999,0.0052,0.0638666666666666,-0.269578982846258,False,0.34492365541427716,0.01752365541427714,0.5677176265002976,0.3698224852071006,0.0391,0.3166915476415391,False
v17,45,675,690,123,0.3146,0.065,11,0,3,0.0894,0.0,0.2941,0.0259,0.0126999999999999,0.0588666666666666,-0.1332007421135682,False,0.3300367409583487,0.015436740958348683,0.5608454748110415,0.2644970414201183,0.065,0.3032375982084403,False
v17,46,690,705,115,0.2941,0.0957,7,2,9,0.0609,0.0174,0.266,0.0306999999999999,-0.0076999999999999,0.0665999999999999,0.0284522304923612,False,0.3151498791348786,0.021049879134878602,0.5793293838626495,0.1801775147928994,0.0957,0.3060472565036397,False
v17,47,705,720,104,0.266,0.0769,4,2,3,0.0385,0.0192,0.2455,-0.0187999999999999,-0.0075999999999999,0.0791999999999999,-0.0705404693444946,False,0.3002630699429574,0.03426306994295736,0.6228400564128583,0.11390532544378697,0.0769,0.3026770876539007,False
v17,48,720,735,96,0.2455,0.1458,1,0,4,0.0104,0.0,0.2097,0.0689,0.0075999999999999,0.1061333333333333,0.2922572444193017,False,0.28537631338258507,0.03987631338258507,0.6413243120929413,0.030769230769230767,0.1458,0.3210035709910227,False
v17,49,735,750,82,0.2097,0.0854,1,2,2,0.0122,0.0244,0.1918,-0.0604,-0.0152999999999999,0.1027,-0.0257831316522991,False,0.27048960945376166,0.06078960945376166,0.7101912186952569,0.03609467455621302,0.0854,0.3254554223893454,False
v17,50,750,765,75,0.1918,0.1333,2,2,4,0.0267,0.0267,0.1662,0.0479,0.0179,0.1215,0.226437630166073,False,0.25560295815557765,0.06380295815557765,0.7201140927798534,0.07899408284023668,0.1333,0.35716445367998867,True
v17,51,765,780,65,0.1662,0.2,4,0,2,0.0615,0.0,0.133,0.0667,-0.0077,0.1395666666666666,0.5776510918213011,False,0.24071635948894254,0.07451635948894256,0.7553930276023189,0.18195266272189348,0.2,0.4185477435853063,True
v17,52,780,795,52,0.133,0.1538,0,0,1,0.0,0.0,0.1125,-0.0462,-0.0075999999999999,0.1623666666666667,0.3343817975413679,False,0.22582981345385633,0.09282981345385632,0.8156987259233854,0.0,0.1538,0.38779949036935424,True
v17,53,795,810,44,0.1125,0.4091,1,0,5,0.0227,0.0,0.0665,0.2553,0.0126999999999999,0.2543,1.6786815990493098,True,0.21094332004850003,0.09844332004850002,0.8341838481656711,0.06715976331360947,0.4091,0.5107454919289903,True
v17,54,810,825,26,0.0665,0.3462,1,0,1,0.0385,0.0,0.0435,-0.0629,-0.0254999999999999,0.3030333333333333,1.3474773001270632,True,0.19605687927378312,0.12955687927378312,0.9366399397325245,0.11390532544378697,0.3462,0.5359170409817673,True
v17,55,825,840,17,0.0435,0.5294,1,0,0,0.0588,0.0,0.0205,0.1831999999999999,0.0229999999999999,0.4282333333333333,2.312129566622382,True,0.18117049113061512,0.13767049113061514,0.9633578395819887,0.1739644970414201,0.5294,0.6318960352410795,True
v17,56,840,855,8,0.0205,0.875,0,0,0,0.0,0.0,0.0026,0.3456,1.0408340855860844e-17,0.5835333333333333,4.131910261495648,True,0.16628415561626753,0.14578415561626754,0.9900759127367057,0.0,0.875,0.7460303650946823,True
v17,57,855,857,1,0.0026,1.0,0,0,0,0.0,0.0,0.0026,0.125,0.0050999999999999,0.8014666666666667,4.790106404027934,True,0.15139787273255934,0.14879787273255934,1.0,0.0,1.0,0.8,True
v18,0,0,15,361,1.0,0.0249,64,25,123,0.1773,0.0693,0.9751,0.0,0.0,0.0249,-0.441378912299802,False,1.0,0.0,0.5057378544995862,0.25513752766361053,0.0249,0.2632826473325566,False
v18,1,15,30,352,0.9751,0.0568,67,11,69,0.1903,0.0312,0.9197,0.0319,0.0,0.04085,-0.2720496189404719,False,0.9686376397054168,-0.006462360294583136,0.47333837425921466,0.2756876383180525,0.0568,0.2671928773672964,False
v18,2,30,45,332,0.9197,0.0331,43,17,73,0.1295,0.0512,0.8892,-0.0237,-0.0304999999999999,0.0382666666666666,-0.3978522600883128,False,0.9374870030361206,0.017787003036120685,0.5949141967544858,0.17957635156496998,0.0331,0.2871209490147883,False
v18,3,45,60,321,0.8892,0.0374,46,19,42,0.1433,0.0592,0.856,0.0043,0.0249,0.0424333333333333,-0.3750273083188733,False,0.9065466606706858,0.0173466606706858,0.5927065105349686,0.20139108441353148,0.0374,0.2923208210966938,False
v18,4,60,75,309,0.856,0.0453,48,12,34,0.1553,0.0388,0.8172,0.0078999999999999,-0.0027,0.0385999999999999,-0.3330930946029263,False,0.8758151929368703,0.019815192936870285,0.6050826639425716,0.22036041732532408,0.0453,0.30422514904209347,False
v18,5,75,90,295,0.8172,0.0034,26,7,38,0.0881,0.0237,0.8144,-0.0419,-0.0055999999999999,0.0287,-0.5555036711469994,False,0.8452911897464706,0.028091189746470513,0.646574933466259,0.1141321530192855,0.0034,0.28281640399036073,False
v18,6,90,105,294,0.8144,0.0102,25,14,31,0.085,0.0476,0.8061,0.0068,0.0359999999999999,0.0196333333333333,-0.5194083985813742,False,0.8149732505306257,0.0005732505306257352,0.5086118847908652,0.10923174201707242,0.0102,0.22937110231976057,False
v18,7,105,120,291,0.8061,0.0103,29,5,49,0.0997,0.0172,0.7978,9.99999999999994e-05,-0.0054999999999999,0.0079666666666666,-0.5188775857495267,False,0.7848599841755517,-0.021240015824448344,0.3992495991811348,0.13246917483401835,0.0103,0.19031367463925764,False
v18,8,120,135,288,0.7978,0.0104,18,18,27,0.0625,0.0625,0.7895,9.99999999999994e-05,-1.1102230246251563e-16,0.0103,-0.5183467729176794,False,0.7549500089587085,-0.0428499910412915,0.29090652743691364,0.07366424280746128,0.0104,0.13525545953625773,False
v18,9,135,150,285,0.7895,0.0105,32,10,36,0.1123,0.0351,0.7812,0.0001,1.1102230246251563e-16,0.0104,-0.517815960085832,False,0.7252419524854057,-0.0642580475145943,0.1835757889646365,0.1523869743914006,0.0105,0.10810771046413471,False
v18,10,150,165,282,0.7812,0.0177,37,9,30,0.1312,0.0319,0.7673,0.0072,0.0,0.0128666666666666,-0.479597436192817,False,0.6957344516258281,-0.08546554837417186,0.07725054962081754,0.18226367372747396,0.0177,0.0744329545938218,False
v18,11,165,180,277,0.7673,0.0505,90,2,40,0.3249,0.0072,0.7285,0.0328,-0.0056,0.0262333333333333,-0.30549082734686,False,0.6664261524524902,-0.10087384754750983,0.0,0.48846032247865956,0.0505,0.11789206449573192,False
v18,12,180,195,263,0.7285,0.0913,112,4,36,0.4259,0.0152,0.662,0.0408,-0.0248999999999999,0.0531666666666666,-0.0889191919531087,False,0.6373157101781128,-0.0911842898218872,0.04857925274336629,0.6481188744862473,0.0913,0.18557547599459598,False
v18,13,195,210,239,0.662,0.1506,155,8,32,0.6485,0.0335,0.5623,0.0593,-0.0277,0.0974666666666666,0.225852817332417,False,0.608401789093918,-0.05359821090608208,0.2370196004854175,1.0,0.1506,0.355047840194167,False
v18,14,210,225,203,0.5623,0.1429,103,3,18,0.5074,0.0148,0.482,-0.0077,-0.0332,0.1282666666666666,0.1849802292801648,False,0.5796830625083409,0.017383062508340874,0.5928890136090865,0.7769522605121719,0.1429,0.449706057546069,True
v18,15,225,240,174,0.482,0.1092,62,4,11,0.3563,0.023,0.4294,-0.0336999999999999,0.0193999999999999,0.1342333333333333,0.0060963049475811,False,0.5511582126861585,0.06915821268615852,0.8524672294096768,0.5380967435978502,0.1092,0.49228624048344083,True
v18,16,240,255,155,0.4294,0.0774,41,7,10,0.2645,0.0452,0.3961,-0.0318,0.0277,0.1098333333333333,-0.1627021755799015,False,0.5228259307880219,0.09342593078802186,0.9741350747910749,0.3929813468226368,0.0774,0.4992102992809573,True
v18,17,255,270,143,0.3961,0.0559,17,5,4,0.1189,0.035,0.374,-0.0215,0.0192999999999999,0.0808333333333333,-0.2768269344270989,False,0.49468491681040394,0.09858491681040393,1.0,0.16282010749288653,0.0559,0.4549240214985773,True
v18,18,270,285,135,0.374,0.0296,8,2,9,0.0593,0.0148,0.3629,-0.0262999999999999,0.0111999999999999,0.0543,-0.4164307092029728,False,0.46673387952595036,0.09273387952595036,0.9706654290008819,0.06860575403098323,0.0296,0.41382732240654946,True
v18,19,285,300,131,0.3629,0.0,8,4,15,0.0611,0.0305,0.3629,-0.0296,0.011,0.0285,-0.573551307429812,False,0.4389715364242299,0.07607153642422992,0.8871276453624497,0.07145115396775215,0.0,0.3691412889385303,True
v18,20,300,315,131,0.3629,0.0382,4,3,7,0.0305,0.0229,0.349,0.0382,0.0110999999999999,0.0226,-0.3707808056640939,False,0.41139661365289104,0.04849661365289104,0.7488789057790752,0.023079355042681,0.0382,0.31944743332016634,False
v18,21,315,330,126,0.349,0.0159,2,6,10,0.0159,0.0476,0.3435,-0.0222999999999999,-0.0139,0.0180333333333333,-0.4891520671660707,False,0.3840078459592098,0.035007845959209805,0.6812520570060795,0.0,0.0159,0.2788608228024318,False
v18,22,330,345,124,0.3435,0.0323,10,1,7,0.0806,0.0081,0.3324,0.0164,0.0084,0.0288,-0.4020987627430922,False,0.3568039766320332,0.013303976632033199,0.5724382407917634,0.10227631994941513,0.0323,0.2623505603065884,False
v18,23,345,360,120,0.3324,0.0083,4,2,10,0.0333,0.0167,0.3296,-0.024,-0.0056000000000001,0.0188333333333333,-0.5294938423864753,False,0.329783757444122,-0.0026162425558779456,0.492621145568294,0.02750553272209928,0.0083,0.20586956477173746,False
v18,24,360,375,119,0.3296,0.0084,7,2,7,0.0588,0.0168,0.3269,9.99999999999994e-05,0.0083,0.0163333333333333,-0.5289630295546279,False,0.30294594859487045,-0.026654051405129553,0.3721059657684354,0.06781536515965855,0.0084,0.1657654593393059,False
v18,25,375,390,118,0.3269,0.0169,6,2,10,0.0508,0.0169,0.3213,0.0084999999999999,9.9999999999989e-05,0.0112,-0.4838439388475964,False,0.2762893186534221,-0.050610681346577924,0.25199778191114447,0.05516914321846349,0.0169,0.11859294140815049,False
v18,26,390,405,116,0.3213,0.0862,4,0,9,0.0345,0.0,0.2936,0.0693,-0.0029,0.0371666666666666,-0.1159906463773277,False,0.24981264450216667,-0.0714873554978333,0.1473311646358376,0.02940246601327854,0.0862,0.09929295905699076,False
v18,27,405,420,106,0.2936,0.1792,5,3,2,0.0472,0.0283,0.241,0.093,-0.0220999999999998,0.0941,0.3776652872407818,False,0.22351471128061773,-0.0700852887193823,0.15436052121971325,0.0494783433449257,0.1792,0.14331987715687045,False
v18,28,420,435,87,0.241,0.1724,4,2,13,0.046,0.023,0.1994,-0.0068,-0.0249,0.1459333333333333,0.3415700146751566,False,0.1973943123296693,-0.043605687670330684,0.28711779129652953,0.04758141005374644,0.1724,0.1933233985293611,False
v18,29,435,450,72,0.1994,0.3194,2,0,2,0.0278,0.0,0.1357,0.147,0.011,0.2236666666666666,1.1218648774908782,True,0.17145024913622997,-0.027949750863770023,0.36560988893364943,0.018811255137527662,0.3194,0.27776620660096535,False
v18,30,450,465,49,0.1357,0.3878,1,0,2,0.0204,0.0,0.0831,0.0683999999999999,-0.0221,0.2931999999999999,1.4849408544745195,True,0.14568133127823035,0.009981331278230365,0.5557799336750072,0.007113499841922227,0.3878,0.37885467343838736,True
v18,31,465,480,30,0.0831,0.3333,2,1,1,0.0667,0.0333,0.0554,-0.0544999999999999,0.0111,0.3468333333333333,1.1956478611176706,True,0.12008637637000152,0.03698637637000153,0.6911715529839116,0.08030350932658868,0.3333,0.4258493230588824,True
v18,32,480,494,20,0.0554,1.0,2,0,1,0.1,0.0,0.0554,0.6667000000000001,0.0249,0.5737,4.734577011044484,True,0.09466421000802061,0.03926421000802061,0.7025916259265661,0.1329434081568132,1.0,0.7076253320019891,True
v19,0,0,15,377,1.0,0.0451,79,46,99,0.2095,0.122,0.9549,0.0,0.0,0.0451,-0.3197547613664687,False,1.0,0.0,0.4159994051086759,0.4548415110725141,0.041746111389864525,0.274066508813919,False
v19,1,15,30,360,0.9549,0.0583,60,17,59,0.1667,0.0472,0.8992,0.0131999999999999,0.0,0.0516999999999999,-0.2525678557414463,False,0.9737936047349649,0.01889360473496493,0.5152762139203505,0.3619192357794181,0.0549924736578023,0.30049132218714475,False
v19,2,30,45,339,0.8992,0.0354,37,14,45,0.1091,0.0413,0.8674,-0.0228999999999999,-0.0105999999999999,0.0462666666666666,-0.3691269571666745,False,0.9475875062480554,0.048387506248055434,0.670252485664128,0.23686495874945723,0.0320120421475163,0.3282788028745492,False
v19,3,45,60,327,0.8674,0.0428,40,7,26,0.1223,0.0214,0.8302,0.0073999999999999,0.0238999999999999,0.0455,-0.3314615706799195,False,0.9213817045365431,0.05398170453654316,0.6996473079720703,0.26552323056882327,0.039438033115905664,0.3487387825489551,True
v19,4,60,75,313,0.8302,0.0351,32,4,26,0.1022,0.0128,0.8011,-0.0076999999999999,-0.0053999999999998,0.0377666666666666,-0.3706539322945159,False,0.8951761995972447,0.06497619959724465,0.7574180933480453,0.22188449848024316,0.031710988459608624,0.36002853241911026,True
v19,5,75,90,302,0.8011,0.0132,18,9,29,0.0596,0.0298,0.7905,-0.0219,0.0080999999999998,0.0303666666666666,-0.4821231166269393,False,0.868970991426977,0.06787099142697695,0.7726288325934836,0.12939643942683457,0.00973406924234822,0.3388244486196997,True
v19,6,90,105,298,0.7905,0.0101,17,12,21,0.057,0.0403,0.7825,-0.0031,0.0184999999999999,0.0194666666666666,-0.4979018596146339,False,0.8427660800216472,0.05226608002164723,0.6906325260208663,0.12375162831089882,0.00662318113396889,0.30365260852411385,False
v19,7,105,120,295,0.7825,0.0068,16,15,20,0.0542,0.0508,0.7772,-0.0033,0.0026,0.0100333333333333,-0.5146985860208896,False,0.8165614653780722,0.0340614653780722,0.5949760288720831,0.11767260095527572,0.0033115905669844447,0.2628495679666822,False
v19,8,120,135,293,0.7772,0.0137,12,11,31,0.041,0.0375,0.7666,0.0069,0.0027,0.0101999999999999,-0.4795781580805369,False,0.7903571474930686,0.013157147493068622,0.4851338892105421,0.08901432913590969,0.010235825388861013,0.21595075166694322,False
v19,9,135,150,289,0.7666,0.0035,13,8,17,0.045,0.0277,0.7639,-0.0102,-0.0053,0.0079999999999999,-0.5314953124271451,False,0.7641531263634533,-0.0024468736365466093,0.4031422606087587,0.09769865392965696,0.0,0.18079663502943488,False
v19,10,150,165,288,0.7639,0.0139,15,8,32,0.0521,0.0278,0.7533,0.0104,0.0079000000000001,0.0103666666666666,-0.478560174661976,False,0.7379494019855883,-0.025950598014411685,0.27964148962536817,0.1131133304385584,0.010436527847466131,0.1386538730768454,False
v19,11,165,180,284,0.7533,0.0176,24,12,38,0.0845,0.0423,0.7401,0.0037,-0.0079000000000001,0.0116666666666666,-0.4597274814185985,False,0.7117459743562904,-0.04155402564370958,0.19765297958239655,0.18345636126791143,0.014149523331660814,0.12141227341920524,False
v19,12,180,195,279,0.7401,0.0287,47,7,30,0.1685,0.0251,0.7188,0.0110999999999999,-0.0025999999999999,0.0200666666666666,-0.4032294016884661,False,0.6855428434719215,-0.054557156528078465,0.12932777870785486,0.36582718193660446,0.025288509784244857,0.13501195178416078,False
v19,13,195,210,271,0.7188,0.0627,90,5,19,0.3321,0.0185,0.6737,0.034,-0.0080999999999999,0.0363333333333333,-0.2301722205331055,False,0.6593400093292985,-0.05945999067070151,0.10356574257762023,0.7210160660008684,0.059407927747114904,0.20939268133006772,False
v19,14,210,225,254,0.6737,0.0709,117,6,14,0.4606,0.0236,0.626,0.0081999999999999,-0.0238,0.0541,-0.1884349003721068,False,0.6331374719252381,-0.040562528074761905,0.202862822593852,1.0,0.06763672854992474,0.3081998204575107,False
v19,15,225,240,236,0.626,0.0678,107,5,21,0.4534,0.0212,0.5836,-0.0031,-0.0025999999999999,0.0671333333333333,-0.2042136433598015,False,0.6069352312556475,-0.019064768744352478,0.31582321172355565,0.984368215371255,0.0645258404415454,0.3490132639402914,True
v19,16,240,255,220,0.5836,0.1091,76,7,23,0.3455,0.0318,0.5199,0.0413,0.0052999999999999,0.0826,0.0059999325730335,False,0.5807332873187079,-0.0028667126812921273,0.4009362082877983,0.7501085540599217,0.10597089814350225,0.35278455338450454,True
v19,17,255,270,196,0.5199,0.0561,36,3,15,0.1837,0.0153,0.4907,-0.053,-0.0212999999999999,0.0776666666666666,-0.2637656733456168,False,0.5545316401094169,0.034631640109416884,0.5979720229445218,0.3988276161528441,0.052784746613146,0.340068231053636,True
v19,18,270,285,185,0.4907,0.0432,12,4,15,0.0649,0.0216,0.4695,-0.0128999999999999,0.0344999999999999,0.0694666666666666,-0.3294256038427977,False,0.5283302896250461,0.03763028962504611,0.6137284843944334,0.14090316977854972,0.039839438033115904,0.2896078029267297,False
v19,19,285,300,177,0.4695,0.0113,8,5,12,0.0452,0.0282,0.4642,-0.0319,0.0079999999999999,0.0368666666666666,-0.4917939591032683,False,0.5021292358624123,0.03262923586241234,0.5874503513851679,0.09813287016934433,0.007827395885599598,0.25773767294217587,False
v19,20,300,315,175,0.4642,0.0286,5,6,6,0.0286,0.0343,0.4509,0.0173,0.0159,0.0277,-0.4037383933977466,False,0.4759284788178775,0.011728478817877475,0.47762692222823305,0.062092922275293096,0.0251881585549423,0.21354461676832878,False
v19,21,315,330,170,0.4509,0.0118,6,3,11,0.0353,0.0176,0.4456,-0.0168,-0.008,0.0172333333333333,-0.4892490005568659,False,0.4497280184882584,-0.0011719815117416377,0.40984120575476063,0.07663916630481979,0.008329152032112394,0.18259597637571318,False
v19,22,330,345,168,0.4456,0.0119,7,5,10,0.0417,0.0298,0.4403,0.0001,0.0079999999999999,0.0174333333333333,-0.4887400088475855,False,0.4235278548703718,-0.022072145129628185,0.3000208947695424,0.09053408597481546,0.008429503261414954,0.14148697640734603,False
v19,23,345,360,166,0.4403,0.0361,3,2,8,0.0181,0.012,0.4244,0.0242,5.551115123125783e-17,0.0199333333333333,-0.3655640152017112,False,0.3973279879605798,-0.04297201203942025,0.19020214284270306,0.03929656969170647,0.03271450075263421,0.09702597137647623,False
v19,24,360,375,160,0.4244,0.0312,6,7,10,0.0375,0.0438,0.4111,-0.0049,-0.0106,0.0263999999999999,-0.3905046089564543,False,0.3711284177552443,-0.0532715822447557,0.13608285346087165,0.0814155449413808,0.027797290516808827,0.08183516657934835,False
v19,25,375,390,155,0.4111,0.0323,3,4,16,0.0194,0.0258,0.3979,0.0011,0.0026,0.0332,-0.3849057001543691,False,0.34492914425118215,-0.06617085574881787,0.06830337318507361,0.04211897524967434,0.02890115403913698,0.047305605939619105,False
v19,26,390,405,150,0.3979,0.1333,9,2,9,0.06,0.0133,0.3448,0.101,9.999999999993348e-05,0.0656,0.1291759262189077,False,0.3187301674461196,-0.07916983255388038,0.0,0.13026487190620928,0.1302558956347215,0.07815533263513047,False
v19,27,405,420,130,0.3448,0.1538,1,1,7,0.0077,0.0077,0.2918,0.0204999999999999,-0.0398999999999999,0.1064666666666666,0.2335192266214045,False,0.2925314873350544,-0.05226851266494559,0.1413535018255708,0.016717325227963525,0.1508278976417461,0.12021602483251946,False
v19,28,420,435,110,0.2918,0.1909,3,3,5,0.0273,0.0273,0.2361,0.0370999999999999,9.9999999999989e-05,0.1593333333333333,0.4223551507644597,False,0.2663331039152581,-0.025466896084741897,0.2821831107012446,0.05927051671732523,0.18805820371299545,0.19995062910916106,False
v19,29,435,450,89,0.2361,0.2697,4,3,0,0.0449,0.0337,0.1724,0.0788,-0.0027,0.2048,0.8234406176774718,False,0.24013501718354746,0.004035017183547457,0.43720148036652934,0.09748154580981329,0.26713497240341194,0.3012308902699392,False
v19,30,450,465,65,0.1724,0.4923,3,1,4,0.0462,0.0154,0.0875,0.2226,-0.008,0.3176333333333333,1.9564561625358028,True,0.21393722713673924,0.04153722713673924,0.6342575625575708,0.10030395136778116,0.49051680883090815,0.4699705388289478,True
v19,31,465,480,33,0.0875,0.4242,1,2,1,0.0303,0.0606,0.0504,-0.0681,-0.0211999999999999,0.3954,1.6098328085158016,True,0.18773973377119546,0.10023973377119547,0.9427110106775008,0.06578376031263569,0.42217762167586553,0.5591122050038737,True
v19,32,480,493,19,0.0504,1.0,0,0,0,0.0,0.0,0.0504,0.5758,0.0478,0.6388333333333333,4.540607070552761,True,0.16154253708327815,0.11114253708327815,1.0,0.0,1.0,0.8,True
v20,0,0,15,364,1.0,0.0137,47,26,65,0.1291,0.0714,0.9863,0.0,0.0,0.0137,-0.3908049345145584,False,1.0,0.0,0.3837439466028648,0.41153968759961745,0.0137,0.24128551616106944,False
v20,1,15,30,359,0.9863,0.0306,28,14,38,0.078,0.039,0.956,0.0169,0.0,0.02215,-0.2931886437077138,False,0.9839461049368765,-0.0023538950631234457,0.3754740098004866,0.24864520242269686,0.0306,0.21215864440473403,False
v20,2,30,45,348,0.956,0.0374,32,14,28,0.092,0.0402,0.9203,0.0068,-0.0165999999999999,0.0272333333333333,-0.2539110829096935,False,0.9678922926759697,0.011892292675969696,0.42552512470481185,0.29327382849856554,0.0374,0.24382481558163788,False
v20,3,45,60,335,0.9203,0.0328,26,14,26,0.0776,0.0418,0.8901,-0.0046,-0.0053999999999999,0.0336,-0.2804811975671778,False,0.9518385632159152,0.031538563215915194,0.4945483442667678,0.24737009882052918,0.0328,0.26041335747081296,False
v20,4,60,75,324,0.8901,0.0216,26,9,19,0.0802,0.0278,0.8709,-0.0112,0.0054999999999999,0.0306,-0.3451736506462701,False,0.9357849165576226,0.045684916557622635,0.5442487110982424,0.25565827223461907,0.0216,0.27747113888622077,True
v20,5,75,90,317,0.8709,0.0442,31,12,27,0.0978,0.0379,0.8324,0.0226,0.011,0.0328666666666666,-0.2146335221116732,False,0.919731352699273,0.04883135269927297,0.5553030815550286,0.31176283072999683,0.0442,0.3021537987680108,True
v20,6,90,105,303,0.8324,0.033,22,5,15,0.0726,0.0165,0.8049,-0.0112,-0.0192999999999999,0.0329333333333333,-0.2793259751907654,False,0.903677871641321,0.07127787164132093,0.6341644105888737,0.2314313037934332,0.033,0.3131520249942361,True
v20,7,105,120,293,0.8049,0.0307,17,7,23,0.058,0.0239,0.7802,-0.0023,0.0109999999999998,0.0359666666666666,-0.2926110325195076,False,0.8876244733828571,0.08272447338285716,0.6743797432464335,0.18489002231431306,0.0307,0.319009901761436,True
v20,8,120,135,284,0.7802,0.0246,22,4,13,0.0775,0.0141,0.761,-0.0061,0.0028000000000001,0.0294333333333333,-0.3278453150000847,False,0.8715711579234267,0.09137115792342665,0.704758130040671,0.24705132291998727,0.0246,0.3411535166002659,True
v20,9,135,150,277,0.761,0.0,10,6,17,0.0361,0.0217,0.761,-0.0246,0.0054999999999999,0.0184333333333333,-0.4699376672988051,False,0.8555179252634844,0.09451792526348435,0.7158136640964388,0.11507810009563278,0.0,0.3093410856577021,True
v20,10,150,165,277,0.761,0.0072,4,0,14,0.0144,0.0,0.7555,0.0072,0.0191999999999999,0.0106,-0.4283496617479601,False,0.839464775401666,0.07846477540166596,0.6594141512565658,0.04590372967803634,0.0072,0.2758264064382336,False
v20,11,165,180,275,0.7555,0.0073,7,5,8,0.0255,0.0182,0.75,0.0001,-0.0055,0.0048333333333333,-0.4277720505597539,False,0.8234117083379715,0.06791170833797155,0.622338072949062,0.08128785463818936,0.0073,0.2681128001072626,False
v20,12,180,195,273,0.75,0.0147,9,4,13,0.033,0.0147,0.739,0.0073999999999999,1.1102230246251563e-16,0.0097333333333333,-0.3850288226324965,False,0.8073587240719462,0.0573587240719462,0.585262285534513,0.1051960471788333,0.0147,0.26102412364957184,False
v20,13,195,210,269,0.739,0.0037,8,4,13,0.0297,0.0149,0.7363,-0.011,-0.0055,0.0085666666666666,-0.4485660533351765,False,0.7913058226026806,0.052305822602680574,0.5675099326475401,0.09467644246094996,0.0037,0.24741926155120608,False
v20,14,210,225,268,0.7363,0.0,3,2,16,0.0112,0.0075,0.7363,-0.0037,0.0082999999999999,0.0061333333333333,-0.4699376672988051,False,0.7752530039301746,0.038953003930174646,0.5205974902514415,0.035702900860694935,0.0,0.2153795762727156,False
v20,15,225,240,268,0.7363,0.0,4,7,6,0.0149,0.0261,0.7363,0.0,0.0027,0.0012333333333333,-0.4699376672988051,False,0.7592002680544283,0.022900268054428352,0.4641994318683568,0.04749760918074594,0.0,0.19517929458349192,False
v20,16,240,255,268,0.7363,0.0075,5,3,12,0.0187,0.0112,0.7308,0.0075,0.0,0.0025,-0.4266168281833416,False,0.7431476149740774,0.006847614974077487,0.40780166437023907,0.05961109340133887,0.0075,0.1780428844283634,False
v20,17,255,270,266,0.7308,0.015,10,8,11,0.0376,0.0301,0.7198,0.0075,-0.0054999999999999,0.0075,-0.383295989067878,False,0.7270950446895768,-0.0037049553104232524,0.3707273313965017,0.11985973860376156,0.015,0.178262880279353,False
v20,18,270,285,262,0.7198,0.0,5,1,7,0.0191,0.0038,0.7198,-0.015,-0.0055,0.0075,-0.4699376672988051,False,0.711042557199562,-0.008757442800437998,0.3529764329423521,0.06088619700350654,0.0,0.15336781257764215,False
v20,19,285,300,262,0.7198,0.0076,13,3,12,0.0496,0.0115,0.7143,0.0076,0.011,0.0075333333333333,-0.4260392169951354,False,0.6949901525044879,-0.024809847495512072,0.29657953809593995,0.15811284666879186,0.0076,0.15329438457213435,False
v20,20,300,315,260,0.7143,0.0038,5,3,13,0.0192,0.0115,0.7115,-0.0038,-0.0054999999999999,0.0038,-0.4479884421469703,False,0.678937830603445,-0.03536216939655501,0.25950607776751755,0.06120497290404845,0.0038,0.11756342568781672,False
v20,21,315,330,259,0.7115,0.0077,10,5,17,0.0386,0.0193,0.706,0.0039,0.0026999999999999,0.0063666666666666,-0.4254616058069292,False,0.6628855914959786,-0.048614408504021434,0.21294700144092574,0.12304749760918077,0.0077,0.11286830009820645,False
v20,22,330,345,257,0.706,0.0078,6,1,16,0.0233,0.0039,0.7005,9.99999999999994e-05,-0.0027,0.0064333333333333,-0.424883994618723,False,0.6468334351820886,-0.05916656481791138,0.1758741228696564,0.07427478482626715,0.0078,0.08832460611311599,False
