video_id,segment_id,start,end,n_viewers_reached,completion_rate,dropoff_rate,n_pauses,n_replays,n_seeks,avg_pause_rate,avg_replay_rate,retention_next,dropoff_velocity,completion_acceleration,dropoff_trend_3seg,dropoff_relative_score,is_relative_outlier
v10,46,690,705,34,0.0919,0.4118,0,0,1,0.0,0.0,0.0541,0.1845,-0.00810000000000001,0.2588,1.7111760172373285,True
v10,47,705,720,20,0.0541,0.8,2,0,1,0.1,0.0,0.0108,0.38820000000000005,-0.010799999999999983,0.4797,3.7791595980124986,True
v10,48,720,725,4,0.0108,1.0,0,0,0,0.0,0.0,0.0108,0.19999999999999996,-0.005500000000000012,0.7372666666666667,4.844581329478325,True
v11,0,0,15,336,1.0,0.0149,29,7,47,0.0863,0.0208,0.9851,0.0,0.0,0.0149,-0.40920147131490314,False
v11,1,15,30,331,0.9851,0.0181,28,18,42,0.0846,0.0544,0.9673,0.0032000000000000015,0.0,0.0165,-0.38980170391387003,False
v11,2,30,45,325,0.9673,0.0308,22,13,28,0.0677,0.04,0.9375,0.0127,-0.0028999999999999027,0.021266666666666666,-0.31280887704102,False
v11,3,45,60,315,0.9375,0.0254,27,8,25,0.0857,0.0254,0.9137,-0.005400000000000002,-0.012000000000000122,0.02476666666666667,-0.3455459845302633,False
v11,4,60,75,307,0.9137,0.0195,21,6,17,0.0684,0.0195,0.8958,-0.005899999999999999,0.006000000000000005,0.025233333333333333,-0.38131430567591806,False
v11,5,75,90,301,0.8958,0.0266,27,8,16,0.0897,0.0266,0.872,0.007099999999999999,0.005900000000000127,0.02383333333333333,-0.3382710717548759,False
v11,6,90,105,293,0.872,0.0546,34,6,12,0.116,0.0205,0.8244,0.028000000000000004,-0.005900000000000127,0.03356666666666667,-0.16852310699583642,False
v11,7,105,120,277,0.8244,0.0108,11,4,7,0.0397,0.0144,0.8155,-0.043800000000000006,-0.023799999999999932,0.030666666666666665,-0.43405742329747676,False
v11,8,120,135,274,0.8155,0.0073,9,7,15,0.0328,0.0255,0.8095,-0.0035000000000000005,0.03869999999999996,0.024233333333333332,-0.4552759188923567,False
v11,9,135,150,272,0.8095,0.0,5,4,10,0.0184,0.0147,0.8095,-0.0073,0.0029000000000000137,0.006033333333333336,-0.4995316382759634,False
v11,10,150,165,272,0.8095,0.0037,6,2,12,0.0221,0.0074,0.8065,0.0037,0.006000000000000005,0.0036666666666666688,-0.47710065721851896,False
v11,11,165,180,271,0.8065,0.0111,9,3,8,0.0332,0.0111,0.7976,0.0074,-0.0030000000000000027,0.004933333333333336,-0.43223869510362994,False
v11,12,180,195,268,0.7976,0.0,8,5,13,0.0299,0.0187,0.7976,-0.0111,-0.005900000000000016,0.004933333333333336,-0.4995316382759634,False
v11,13,195,210,268,0.7976,0.0037,12,3,14,0.0448,0.0112,0.7946,0.0037,0.008900000000000019,0.004933333333333336,-0.47710065721851896,False
v11,14,210,225,267,0.7946,0.0037,7,3,7,0.0262,0.0112,0.7917,0.0,-0.0030000000000000027,0.002466666666666669,-0.47710065721851896,False
v11,15,225,240,266,0.7917,0.0075,9,2,15,0.0338,0.0075,0.7857,0.0037999999999999996,9.999999999998899e-05,0.004966666666666669,-0.4540634334297921,False
v11,16,240,255,264,0.7857,0.0038,8,7,10,0.0303,0.0265,0.7827,-0.0036999999999999997,-0.0030999999999999917,0.005000000000000002,-0.4764944144872367,False
v11,17,255,270,263,0.7827,0.0038,11,2,10,0.0418,0.0076,0.7798,0.0,0.0030000000000000027,0.005033333333333335,-0.4764944144872367,False
v11,18,270,285,262,0.7798,0.0153,17,3,5,0.0649,0.0115,0.7679,0.0115,0.00010000000000010001,0.007633333333333336,-0.40677650038977403,False
v11,19,285,300,258,0.7679,0.0078,7,8,14,0.0271,0.031,0.7619,-0.0075,-0.009000000000000119,0.00896666666666667,-0.4522447052359453,False
v11,20,300,315,256,0.7619,0.0156,21,2,8,0.082,0.0078,0.75,0.0078,0.005900000000000016,0.012900000000000002,-0.4049577721959271,False
v11,21,315,330,252,0.75,0.0198,34,7,7,0.1349,0.0278,0.7351,0.004200000000000002,-0.005900000000000016,0.014400000000000003,-0.37949557748207124,False
v11,22,330,345,247,0.7351,0.0283,54,3,13,0.2186,0.0121,0.7143,0.008499999999999997,-0.0030000000000000027,0.021233333333333337,-0.3279649453230771,False
v11,23,345,360,240,0.7143,0.0458,59,5,12,0.2458,0.0208,0.6815,0.0175,-0.005899999999999905,0.0313,-0.2218724673486774,False
v11,24,360,375,229,0.6815,0.0524,69,4,8,0.3013,0.0175,0.6458,0.006600000000000002,-0.012000000000000122,0.042166666666666665,-0.18186044708404667,False
v11,25,375,390,217,0.6458,0.0553,54,3,11,0.2488,0.0138,0.6101,0.0029,-0.0028999999999999027,0.05116666666666667,-0.16427940787686043,False
v11,26,390,405,205,0.6101,0.0293,42,2,9,0.2049,0.0098,0.5923,-0.026000000000000002,-1.1102230246251565e-16,0.04566666666666667,-0.32190251801025427,False
v11,27,405,420,199,0.5923,0.0452,30,2,6,0.1508,0.0101,0.5655,0.015899999999999997,0.017900000000000138,0.04326666666666667,-0.22550992373637113,False
v11,28,420,435,190,0.5655,0.0579,16,3,9,0.0842,0.0158,0.5327,0.012700000000000003,-0.009000000000000119,0.04413333333333334,-0.14851709686352108,False
v11,29,435,450,179,0.5327,0.0168,9,0,5,0.0503,0.0,0.5238,-0.0411,-0.006000000000000005,0.03996666666666667,-0.39768285942053977,False
v11,30,450,465,176,0.5238,0.0114,6,0,6,0.0341,0.0,0.5179,-0.0053999999999999986,0.023900000000000143,0.028700000000000003,-0.4304199669097831,False
v11,31,465,480,174,0.5179,0.0172,7,1,9,0.0402,0.0057,0.5089,0.0058,0.0029999999999998916,0.015133333333333337,-0.39525788849541066,False
v11,32,480,495,171,0.5089,0.0,3,1,9,0.0175,0.0058,0.5089,-0.0172,-0.0030999999999999917,0.009533333333333336,-0.4995316382759634,False
v11,33,495,510,171,0.5089,0.0234,1,2,9,0.0058,0.0117,0.497,0.0234,0.009000000000000008,0.013533333333333336,-0.35767083915590897,False
v11,34,510,525,167,0.497,0.018,5,0,8,0.0299,0.0,0.4881,-0.005400000000000002,-0.011900000000000022,0.013800000000000002,-0.3904079466451523,False
v11,35,525,540,164,0.4881,0.0244,3,0,9,0.0183,0.0,0.4762,0.006400000000000003,0.0030000000000000027,0.021933333333333336,-0.3516084118430861,False
v11,36,540,555,160,0.4762,0.0125,6,2,6,0.0375,0.0125,0.4702,-0.0119,-0.002999999999999947,0.0183,-0.423751296865678,False
v11,37,555,570,158,0.4702,0.0127,4,2,3,0.0253,0.0127,0.4643,0.0001999999999999988,0.005899999999999961,0.016533333333333334,-0.42253881140311333,False
v11,38,570,585,156,0.4643,0.0192,8,2,6,0.0513,0.0128,0.4554,0.006499999999999999,9.999999999998899e-05,0.014800000000000002,-0.38313303386976494,False
v11,39,585,600,153,0.4554,0.1111,4,1,6,0.0261,0.0065,0.4048,0.09190000000000001,-0.002999999999999947,0.04766666666666667,0.17400403617865398,False
v11,40,600,615,136,0.4048,0.1324,5,2,3,0.0368,0.0147,0.3512,0.021299999999999986,-0.04170000000000007,0.08756666666666668,0.30313373794178033,False
v11,41,615,630,118,0.3512,0.1271,2,1,3,0.0169,0.0085,0.3065,-0.005299999999999999,-0.002999999999999947,0.12353333333333333,0.2710028731838193,False
v11,42,630,645,103,0.3065,0.2039,1,0,2,0.0097,0.0,0.244,0.07680000000000001,0.008899999999999963,0.15446666666666667,0.7365972908086134,False
v11,43,645,660,82,0.244,0.1951,0,0,3,0.0,0.0,0.1964,-0.008800000000000002,-0.017799999999999983,0.17536666666666667,0.6832479304557724,False
v11,44,660,675,66,0.1964,0.2727,3,1,2,0.0455,0.0152,0.1429,0.0776,0.014899999999999997,0.2239,1.1536922899308246,True
v11,45,675,690,48,0.1429,0.2917,0,1,1,0.0,0.0208,0.1012,0.019000000000000017,-0.005899999999999989,0.2531666666666667,1.2688784088744587,True
v11,46,690,705,34,0.1012,0.4412,0,0,2,0.0,0.0,0.0565,0.14949999999999997,0.011799999999999991,0.33519999999999994,2.175211292141473,True
v11,47,705,720,19,0.0565,0.6316,1,0,0,0.0526,0.0,0.0208,0.19040000000000007,-0.0029999999999999957,0.45483333333333337,3.3294974525029417,True
v11,48,720,727,7,0.0208,0.8571,0,0,0,0.0,0.0,0.0208,0.22549999999999992,0.008999999999999994,0.6433,4.696574811544491,True
v12,0,0,15,372,1.0,0.0645,142,48,179,0.3817,0.129,0.9355,0.0,0.0,0.0645,-0.4219421739658689,False
v12,1,15,30,348,0.9355,0.0718,83,39,104,0.2385,0.1121,0.8683,0.007300000000000001,0.0,0.06815,-0.3909643851023633,False
v12,2,30,45,323,0.8683,0.096,80,14,80,0.2477,0.0433,0.7849,0.0242,-0.0027000000000000357,0.07743333333333334,-0.28827089325348165,False
v12,3,45,60,292,0.7849,0.0103,36,15,55,0.1233,0.0514,0.7769,-0.0857,-0.01619999999999988,0.05936666666666667,-0.6519416474455956,False
v12,4,60,75,289,0.7769,0.0311,39,21,55,0.1349,0.0727,0.7527,0.0208,0.07539999999999991,0.0458,-0.5636761668482098,False
v12,5,75,90,280,0.7527,0.0464,103,10,60,0.3679,0.0357,0.7177,0.015299999999999998,-0.016199999999999992,0.029266666666666663,-0.4987501162164788,False
v12,6,90,105,267,0.7177,0.1386,183,15,41,0.6854,0.0562,0.6183,0.0922,-0.010800000000000032,0.07203333333333332,-0.10749639933768171,False
v12,7,105,120,230,0.6183,0.1826,173,11,18,0.7522,0.0478,0.5054,0.04400000000000001,-0.06440000000000001,0.12253333333333334,0.07921904038755773,False
v12,8,120,135,188,0.5054,0.0851,86,13,19,0.4574,0.0691,0.4624,-0.09750000000000002,-0.013499999999999956,0.13543333333333332,-0.3345253999126887,False
v12,9,135,150,172,0.4624,0.0407,22,3,26,0.1279,0.0174,0.4435,-0.044399999999999995,0.06990000000000002,0.1028,-0.5229382527263393,False
v12,10,150,165,165,0.4435,0.0424,13,6,20,0.0788,0.0364,0.4247,0.0017000000000000001,0.02410000000000001,0.05606666666666666,-0.5157242471005915,False
v12,11,165,180,158,0.4247,0.019,7,3,13,0.0443,0.019,0.4167,-0.0234,9.999999999998899e-05,0.03403333333333333,-0.6150229127726506,False
v12,12,180,195,155,0.4167,0.0323,4,3,15,0.0258,0.0194,0.4032,0.013300000000000003,0.010799999999999976,0.031233333333333335,-0.5585839275829759,False
v12,13,195,210,150,0.4032,0.0267,9,4,16,0.06,0.0267,0.3925,-0.005600000000000001,-0.005500000000000005,0.026000000000000006,-0.5823477108207337,False
v12,14,210,225,146,0.3925,0.0479,15,4,10,0.1027,0.0274,0.3737,0.021199999999999997,0.0028000000000000247,0.03563333333333333,-0.49238481713493654,False
v12,15,225,240,139,0.3737,0.0791,14,3,18,0.1007,0.0216,0.3441,0.031200000000000006,-0.008100000000000052,0.05123333333333333,-0.3599865962388577,False
v12,16,240,255,128,0.3441,0.0625,8,3,12,0.0625,0.0234,0.3226,-0.016600000000000004,-0.01079999999999992,0.06316666666666666,-0.43042923940792527,False
v12,17,255,270,120,0.3226,0.2167,5,4,15,0.0417,0.0333,0.2527,0.1542,0.00809999999999994,0.11943333333333334,0.2239235061746182,False
v12,18,270,285,94,0.2527,0.2128,7,2,13,0.0745,0.0213,0.1989,-0.0039000000000000146,-0.0484,0.164,0.2073737285626083,False
v12,19,285,300,74,0.1989,0.473,8,2,4,0.1081,0.027,0.1048,0.2602,0.01610000000000003,0.30083333333333334,1.3115409425741376,True
v12,20,300,315,39,0.1048,0.7179,3,0,1,0.0769,0.0,0.0296,0.2449,-0.0403,0.4679,2.350782105953936,True
v12,21,315,320,11,0.0296,0.9091,0,0,0,0.0,0.0,0.0296,0.19120000000000004,0.018899999999999986,0.7000000000000001,3.162145562214522,True
v13,0,0,15,395,1.0,0.0101,39,23,69,0.0987,0.0582,0.9899,0.0,0.0,0.0101,-0.38521139781502167,False
v13,1,15,30,391,0.9899,0.0332,50,8,62,0.1279,0.0205,0.957,0.023100000000000002,0.0,0.02165,-0.25624276287222286,False
v13,2,30,45,378,0.957,0.0291,34,16,37,0.0899,0.0423,0.9291,-0.0040999999999999995,-0.022800000000000042,0.02413333333333333,-0.2791332998101222,False
v13,3,45,60,367,0.9291,0.0245,22,8,32,0.0599,0.0218,0.9063,-0.0046,0.0050000000000001155,0.028933333333333335,-0.3048153656428873,False
v13,4,60,75,358,0.9063,0.0223,30,9,30,0.0838,0.0251,0.8861,-0.0022000000000000006,0.005099999999999882,0.0253,-0.3170980927802967,False
v13,5,75,90,350,0.8861,0.0257,27,15,28,0.0771,0.0429,0.8633,0.0034000000000000002,0.0026000000000000467,0.02416666666666667,-0.29811569629520945,False
v13,6,90,105,341,0.8633,0.0235,29,6,21,0.085,0.0176,0.843,-0.0022000000000000006,-0.0026000000000000467,0.023833333333333335,-0.31039842343261886,False
v13,7,105,120,333,0.843,0.039,27,6,20,0.0811,0.018,0.8101,0.0155,0.0025000000000000577,0.0294,-0.22386102769177987,False
v13,8,120,135,320,0.8101,0.0125,16,9,15,0.05,0.0281,0.8,-0.0265,-0.012599999999999945,0.024999999999999998,-0.3718120591196659,False
v13,9,135,150,316,0.8,0.0095,14,4,12,0.0443,0.0127,0.7924,-0.003000000000000001,0.02279999999999993,0.02033333333333333,-0.3885612324888606,False
v13,10,150,165,313,0.7924,0.0128,13,4,19,0.0415,0.0128,0.7823,0.003300000000000001,0.0024999999999999467,0.0116,-0.3701371417827464,False
v13,11,165,180,309,0.7823,0.0065,13,4,22,0.0421,0.0129,0.7772,-0.006300000000000001,-0.0024999999999999467,0.0096,-0.40531040585805517,False
v13,12,180,195,307,0.7772,0.0098,9,0,16,0.0293,0.0,0.7696,0.0033,0.0050000000000000044,0.009699999999999999,-0.3868863151519411,False
v13,13,195,210,304,0.7696,0.0099,8,2,11,0.0263,0.0066,0.762,0.00010000000000000113,-0.0025000000000000577,0.008733333333333334,-0.3863280093729679,False
v13,14,210,225,301,0.762,0.0066,10,3,17,0.0332,0.01,0.757,-0.003300000000000001,1.1102230246251565e-16,0.008766666666666667,-0.4047521000790821,False
v13,15,225,240,299,0.757,0.0134,10,4,13,0.0334,0.0134,0.7468,0.0068000000000000005,0.0025999999999999357,0.009966666666666667,-0.36678730710890756,False
v13,16,240,255,295,0.7468,0.0136,12,5,8,0.0407,0.0169,0.7367,0.0001999999999999988,-0.005199999999999982,0.011200000000000002,-0.3656706955509612,False
v13,17,255,270,291,0.7367,0.0137,8,5,10,0.0275,0.0172,0.7266,0.00010000000000000113,9.999999999998899e-05,0.013566666666666666,-0.36511238977198807,False
v13,18,270,285,287,0.7266,0.007,12,3,15,0.0418,0.0105,0.7215,-0.0067,0.0,0.011433333333333332,-0.4025188769631894,False
v13,19,285,300,285,0.7215,0.0035,5,2,11,0.0175,0.007,0.719,-0.0035,0.0050000000000000044,0.008066666666666666,-0.42205957922724985,False
v13,20,300,315,284,0.719,0.0,9,4,14,0.0317,0.0141,0.719,-0.0035,0.0025999999999999357,0.0035,-0.4416002814913103,False
v13,21,315,330,284,0.719,0.0106,9,3,9,0.0317,0.0106,0.7114,0.0106,0.0025000000000000577,0.0047,-0.3824198689201559,False
v13,22,330,345,281,0.7114,0.0036,6,3,18,0.0214,0.0107,0.7089,-0.007,-0.00759999999999994,0.004733333333333333,-0.4215012734482767,False
v13,23,345,360,280,0.7089,0.0071,12,2,16,0.0429,0.0071,0.7038,0.0035000000000000005,0.005099999999999882,0.0070999999999999995,-0.4019605711842163,False
v13,24,360,375,278,0.7038,0.0,5,3,17,0.018,0.0108,0.7038,-0.0071,-0.0025999999999999357,0.003566666666666667,-0.4416002814913103,False
v13,25,375,390,278,0.7038,0.0072,6,3,11,0.0216,0.0108,0.6987,0.0072,0.005099999999999993,0.0047666666666666664,-0.40140226540524315,False
v13,26,390,405,276,0.6987,0.0036,11,2,7,0.0399,0.0072,0.6962,-0.0036,-0.005099999999999993,0.0036000000000000003,-0.4215012734482767,False
v13,27,405,420,275,0.6962,0.0036,9,4,5,0.0327,0.0145,0.6937,0.0,0.0026000000000000467,0.0048,-0.4215012734482767,False
v13,28,420,435,274,0.6937,0.0073,8,1,11,0.0292,0.0036,0.6886,0.0037,-1.1102230246251565e-16,0.004833333333333333,-0.40084395962626995,False
v13,29,435,450,272,0.6886,0.0074,11,3,10,0.0404,0.011,0.6835,0.00010000000000000026,-0.0025999999999999357,0.0061,-0.4002856538472968,False
v13,30,450,465,270,0.6835,0.0074,6,2,6,0.0222,0.0074,0.6785,0.0,0.0,0.007366666666666667,-0.4002856538472968,False
v13,31,465,480,268,0.6785,0.0224,7,2,6,0.0261,0.0075,0.6633,0.015,9.999999999998899e-05,0.0124,-0.31653978700132357,False
v13,32,480,495,262,0.6633,0.0076,9,2,16,0.0344,0.0076,0.6582,-0.0148,-0.010199999999999987,0.012466666666666668,-0.3991690422893505,False
v13,33,495,510,260,0.6582,0.0115,11,4,9,0.0423,0.0154,0.6506,0.0039,0.010099999999999998,0.013833333333333331,-0.3773951169093975,False
v13,34,510,525,257,0.6506,0.0078,11,2,6,0.0428,0.0078,0.6456,-0.0037,-0.0025000000000000577,0.008966666666666666,-0.39805243073140417,False
v13,35,525,540,255,0.6456,0.0039,7,3,13,0.0275,0.0118,0.643,-0.0039,0.0026000000000000467,0.0077333333333333325,-0.41982635611135727,False
v13,36,540,555,254,0.643,0.0157,6,6,10,0.0236,0.0236,0.6329,0.011799999999999998,0.0024000000000000687,0.009133333333333332,-0.353946274192525,False
v13,37,555,570,250,0.6329,0.008,11,2,11,0.044,0.008,0.6278,-0.0076999999999999985,-0.007500000000000062,0.0092,-0.3969358191734578,False
v13,38,570,585,248,0.6278,0.0081,12,2,7,0.0484,0.0081,0.6228,9.99999999999994e-05,0.0050000000000000044,0.010599999999999998,-0.39637751339448474,False
v13,39,585,600,246,0.6228,0.0163,23,2,9,0.0935,0.0081,0.6127,0.008199999999999999,9.999999999998899e-05,0.010799999999999999,-0.3505964395186861,False
v13,40,600,615,242,0.6127,0.0124,38,1,6,0.157,0.0041,0.6051,-0.003899999999999999,-0.005099999999999993,0.012266666666666667,-0.3723703648986391,False
v13,41,615,630,239,0.6051,0.046,49,9,8,0.205,0.0377,0.5772,0.0336,0.0024999999999999467,0.024900000000000002,-0.18477962316365903,False
v13,42,630,645,228,0.5772,0.0702,62,1,8,0.2719,0.0044,0.5367,0.0242,-0.020299999999999874,0.042866666666666664,-0.04966962465215554,False
v13,43,645,660,212,0.5367,0.066,54,3,11,0.2547,0.0142,0.5013,-0.004199999999999995,-0.012600000000000167,0.060733333333333334,-0.07311846736902802,False
v13,44,660,675,198,0.5013,0.096,59,2,7,0.298,0.0101,0.4532,0.03,0.0051000000000001044,0.07740000000000001,0.09437326632291845,False
v13,45,675,690,179,0.4532,0.1229,39,5,7,0.2179,0.0279,0.3975,0.026899999999999993,-0.012699999999999989,0.09496666666666666,0.24455752086669708,False
v13,46,690,705,157,0.3975,0.121,33,0,6,0.2102,0.0,0.3494,-0.001899999999999999,-0.007599999999999996,0.1133,0.23394971106620716,False
v13,47,705,720,138,0.3494,0.1449,20,1,7,0.1449,0.0072,0.2987,0.023900000000000005,0.00759999999999994,0.12960000000000002,0.3673847922407912,False
v13,48,720,735,118,0.2987,0.161,15,4,5,0.1271,0.0339,0.2506,0.016100000000000003,-0.0025999999999999357,0.1423,0.4572720226554692,False
v13,49,735,750,99,0.2506,0.101,7,0,2,0.0707,0.0,0.2253,-0.06,0.0025999999999999357,0.13563333333333336,0.12228855527157623,False
v13,50,750,765,89,0.2253,0.1348,3,0,3,0.0337,0.0,0.1949,0.0338,0.022800000000000042,0.13226666666666667,0.31099590856450254,False
v13,51,765,780,77,0.1949,0.2338,3,2,2,0.039,0.026,0.1494,0.099,-0.005100000000000021,0.15653333333333333,0.863718629747926,False
v13,52,780,795,59,0.1494,0.1017,2,1,1,0.0339,0.0169,0.1342,-0.1321,-0.015099999999999975,0.1567666666666667,0.12619669572438827,False
v13,53,795,810,53,0.1342,0.3962,1,1,0,0.0189,0.0189,0.081,0.2945,0.030299999999999994,0.2439,1.7704072148003296,True
v13,54,810,825,32,0.081,0.4375,1,0,0,0.0312,0.0,0.0456,0.0413,-0.03800000000000002,0.3118,2.0009875015162426,True
v13,55,825,840,18,0.0456,0.7778,0,0,1,0.0,0.0,0.0101,0.34030000000000005,0.01780000000000001,0.5371666666666667,3.900902067361889,True
v13,56,840,844,4,0.0101,1.0,0,0,0,0.0,0.0,0.0101,0.22219999999999995,-0.00010000000000000286,0.7384333333333334,5.141457508240239,True
v14,0,0,15,392,1.0,0.0153,47,22,87,0.1199,0.0561,0.9847,0.0,0.0,0.0153,-0.4150100130391862,False
v14,1,15,30,386,0.9847,0.0259,50,14,65,0.1295,0.0363,0.9592,0.0106,0.0,0.0206,-0.35117004005746594,False
v14,2,30,45,376,0.9592,0.0346,39,15,41,0.1037,0.0399,0.926,0.0087,-0.010199999999999987,0.02526666666666667,-0.298773081100771,False
v14,3,45,60,363,0.926,0.0193,44,13,52,0.1212,0.0358,0.9082,-0.015299999999999998,-0.00770000000000004,0.0266,-0.3909194571970276,False
v14,4,60,75,356,0.9082,0.0253,28,10,35,0.0787,0.0281,0.8852,0.005999999999999998,0.01539999999999997,0.026399999999999996,-0.3547836234337897,False
v14,5,75,90,347,0.8852,0.0461,28,11,28,0.0807,0.0317,0.8444,0.020800000000000003,-0.005199999999999982,0.030233333333333334,-0.22951273305456504,False
v14,6,90,105,331,0.8444,0.0423,29,8,33,0.0876,0.0242,0.8087,-0.0038000000000000048,-0.017799999999999927,0.037899999999999996,-0.25239876110461573,False
v14,7,105,120,317,0.8087,0.0158,12,9,24,0.0379,0.0284,0.7959,-0.026499999999999996,0.005099999999999882,0.03473333333333333,-0.41199869355891633,False
v14,8,120,135,312,0.7959,0.0,11,5,24,0.0353,0.016,0.7959,-0.0158,0.022900000000000142,0.019366666666666667,-0.5071563891354428,False
v14,9,135,150,312,0.7959,0.0,12,11,27,0.0385,0.0353,0.7959,0.0,0.012799999999999923,0.005266666666666667,-0.5071563891354428,False
v14,10,150,165,312,0.7959,0.0,11,11,18,0.0353,0.0353,0.7959,0.0,0.0,0.0,-0.5071563891354428,False
v14,11,165,180,312,0.7959,0.0064,10,8,21,0.0321,0.0256,0.7908,0.0064,0.0,0.0021333333333333334,-0.46861149978798905,False
v14,12,180,195,310,0.7908,0.0065,18,0,26,0.0581,0.0,0.7857,9.99999999999994e-05,-0.0051000000000001044,0.0043,-0.46800923589193505,False
v14,13,195,210,308,0.7857,0.0097,16,7,19,0.0519,0.0227,0.7781,0.0032000000000000006,1.1102230246251565e-16,0.007533333333333334,-0.4487367912182082,False
v14,14,210,225,305,0.7781,0.0098,17,4,25,0.0557,0.0131,0.7704,9.99999999999994e-05,-0.0024999999999999467,0.008666666666666668,-0.44813452732215425,False
v14,15,225,240,302,0.7704,0.0066,12,3,12,0.0397,0.0099,0.7653,-0.0031999999999999997,-0.00010000000000010001,0.008700000000000001,-0.46740697199588116,False
v14,16,240,255,300,0.7653,0.0133,29,11,21,0.0967,0.0367,0.7551,0.006699999999999999,0.0026000000000000467,0.009899999999999999,-0.42705529096026545,False
v14,17,255,270,296,0.7551,0.0236,40,4,20,0.1351,0.0135,0.7372,0.0103,-0.005099999999999993,0.014499999999999999,-0.3650221096667071,False
v14,18,270,285,289,0.7372,0.0208,54,7,19,0.1869,0.0242,0.7219,-0.0028000000000000004,-0.00770000000000004,0.019233333333333335,-0.38188549875621813,False
v14,19,285,300,283,0.7219,0.0459,79,3,20,0.2792,0.0106,0.6888,0.025100000000000004,0.0026000000000000467,0.0301,-0.23071726084667296,False
v14,20,300,315,270,0.6888,0.0926,97,6,20,0.3593,0.0222,0.625,0.0467,-0.017800000000000038,0.0531,0.05053997861052858,False
v14,21,315,330,245,0.625,0.0898,97,2,15,0.3959,0.0082,0.5689,-0.002799999999999997,-0.03069999999999995,0.0761,0.03367658952101758,False
v14,22,330,345,223,0.5689,0.0897,63,1,15,0.2825,0.0045,0.5179,-0.00010000000000000286,0.007699999999999929,0.0907,0.033074325624963596,False
v14,23,345,360,203,0.5179,0.0837,41,1,8,0.202,0.0049,0.4745,-0.006000000000000005,0.0051000000000001044,0.08773333333333333,-0.003061508138274318,False
v14,24,360,375,186,0.4745,0.0161,29,2,9,0.1559,0.0108,0.4668,-0.0676,0.007599999999999885,0.06316666666666666,-0.41019190187075444,False
v14,25,375,390,183,0.4668,0.0437,19,3,5,0.1038,0.0164,0.4464,0.027600000000000003,0.035700000000000065,0.04783333333333334,-0.24396706655986017,False
v14,26,390,405,175,0.4464,0.0171,14,3,10,0.08,0.0171,0.4388,-0.026600000000000002,-0.012699999999999989,0.025633333333333338,-0.4041692629102148,False
v14,27,405,420,172,0.4388,0.0174,19,2,7,0.1105,0.0116,0.4311,0.0002999999999999982,0.012799999999999978,0.02606666666666667,-0.40236247122205293,False
v14,28,420,435,169,0.4311,0.0178,4,2,11,0.0237,0.0118,0.4235,0.00040000000000000105,-0.0001000000000000445,0.017433333333333332,-0.3999534156378371,False
v14,29,435,450,166,0.4235,0.012,6,3,1,0.0361,0.0181,0.4184,-0.0058,0.0001000000000000445,0.015733333333333332,-0.434884721608967,False
v14,30,450,465,164,0.4184,0.0183,1,2,6,0.0061,0.0122,0.4107,0.0063,0.0025000000000000022,0.016033333333333333,-0.39694209615756726,False
v14,31,465,480,161,0.4107,0.0186,4,0,7,0.0248,0.0,0.4031,0.0002999999999999982,-0.002599999999999991,0.0163,-0.3951353044694053,False
v14,32,480,495,158,0.4031,0.019,3,4,4,0.019,0.0253,0.3954,0.00040000000000000105,9.999999999998899e-05,0.018633333333333335,-0.3927262488851895,False
v14,33,495,510,155,0.3954,0.0258,9,0,7,0.0581,0.0,0.3852,0.0068000000000000005,-0.0001000000000000445,0.021133333333333334,-0.3517723039535199,False
v14,34,510,525,151,0.3852,0.0,2,1,4,0.0132,0.0066,0.3852,-0.0258,-0.0024999999999999467,0.014933333333333333,-0.5071563891354428,False
v14,35,525,540,151,0.3852,0.0132,4,3,10,0.0265,0.0199,0.3801,0.0132,0.010199999999999987,0.013,-0.4276575548563194,False
v14,36,540,555,149,0.3801,0.0336,5,4,2,0.0336,0.0268,0.3673,0.020399999999999998,-0.005099999999999993,0.015599999999999998,-0.30479572006131067,False
v14,37,555,570,144,0.3673,0.0347,5,1,10,0.0347,0.0069,0.3546,0.0011000000000000038,-0.007699999999999985,0.02716666666666667,-0.298170817204717,False
v14,38,570,585,139,0.3546,0.0576,2,2,2,0.0144,0.0144,0.3342,0.022899999999999997,9.999999999998899e-05,0.04196666666666667,-0.16025238500835912,False
v14,39,585,600,131,0.3342,0.1298,4,1,3,0.0305,0.0076,0.2908,0.0722,-0.00770000000000004,0.07403333333333333,0.27458214794260344,False
v14,40,600,615,114,0.2908,0.1316,6,3,6,0.0526,0.0263,0.2526,0.001799999999999996,-0.022999999999999965,0.10633333333333332,0.2854228980715748,False
v14,41,615,630,99,0.2526,0.1515,2,0,5,0.0202,0.0,0.2143,0.0199,0.005199999999999982,0.13763333333333333,0.4052734133863138,False
v14,42,630,645,84,0.2143,0.1905,5,0,3,0.0595,0.0,0.1735,0.03900000000000001,-9.999999999998899e-05,0.15786666666666668,0.6401563328473601,False
v14,43,645,660,68,0.1735,0.1324,0,1,0,0.0,0.0147,0.1505,-0.05810000000000001,-0.0025000000000000022,0.15813333333333332,0.29024100924000645,False
v14,44,660,675,59,0.1505,0.3051,0,1,0,0.0,0.0169,0.1046,0.1727,0.01780000000000001,0.20933333333333334,1.3303507577252036,True
v14,45,675,690,41,0.1046,0.3659,2,0,5,0.0488,0.0,0.0663,0.06080000000000002,-0.022900000000000004,0.2678,1.6965272065260142,True
