session_id,video_id,n_events,speed_ratio,anomalie_vitesse,regularite_anormale,sans_interaction_video_longue,non_exploitable
s007283,v28,5,1.0,False,False,False,False
s007284,v21,11,1.0,False,False,False,False
s007285,v30,4,1.0,False,False,False,False
s007286,v29,10,1.0,False,False,False,False
s007287,v23,7,1.0,False,False,False,False
s007288,v24,5,1.0,False,False,False,False
s007289,v29,9,1.0,False,False,False,False
s007290,v14,7,1.0,False,False,False,False
s007291,v4,6,1.0,False,False,False,False
s007292,v9,6,1.0,False,False,False,False
s007293,v14,5,1.0,False,False,False,False
s007294,v21,6,1.0,False,False,False,False
s007295,v11,7,1.0,False,False,False,False
s007296,v17,7,1.0,False,False,False,False
s007297,v2,10,1.0,False,False,False,False
s007298,v9,4,1.0,False,False,False,False
s007299,v5,7,1.0,False,False,False,False
s007300,v30,7,1.0,False,False,False,False
s007301,v9,10,1.0,False,False,False,False
s007302,v11,3,1.0,False,False,False,False
s007303,v1,8,1.0,False,False,False,False
s007304,v19,2,1.0,False,False,False,False
s007305,v20,6,1.0,False,False,False,False
s007306,v11,6,1.0,False,False,False,False
s007307,v24,7,1.0,False,False,False,False
s007308,v9,11,1.0,False,False,False,False
s007309,v1,12,1.0,False,False,False,False
s007310,v12,4,3.16,True,False,False,True
s007311,v1,7,1.0,False,False,False,False
s007312,v26,9,1.0,False,False,False,False
s007313,v29,7,1.0,False,False,False,False
s007314,v27,10,1.0,False,False,False,False
s007315,v30,7,1.0,False,False,False,False
s007316,v17,7,1.0,False,False,False,False
s007317,v27,6,1.0,False,False,False,False
s007318,v10,8,1.0,False,False,False,False
s007319,v10,11,1.0,False,False,False,False
s007320,v8,12,1.0,False,False,False,False
s007321,v22,4,1.0,False,False,False,False
s007322,v6,8,1.0,False,False,False,False
s007323,v4,7,1.0,False,False,False,False
s007324,v22,5,1.0,False,False,False,False
s007325,v26,4,1.0,False,False,False,False
s007326,v29,8,1.0,False,False,False,False
s007327,v28,9,1.0,False,False,False,False
s007328,v24,7,1.0,False,False,False,False
s007329,v9,8,1.0,False,False,False,False
s007330,v1,8,1.0,False,False,False,False
s007331,v3,9,1.0,False,False,False,False
s007332,v10,8,1.0,False,False,False,False
s007333,v6,8,1.0,False,False,False,False
s007334,v3,7,1.0,False,False,False,False
s007335,v12,8,1.0,False,False,False,False
s007336,v1,9,1.01,False,False,False,False
s007337,v14,9,1.0,False,False,False,False
s007338,v30,7,1.0,False,False,False,False
s007339,v20,9,1.0,False,False,False,False
s007340,v25,5,1.0,False,False,False,False
s007341,v3,10,1.0,False,False,False,False
s007342,v14,6,1.0,False,False,False,False
s007343,v20,12,1.0,False,False,False,False
s007344,v9,14,1.0,False,False,False,False
s007345,v29,8,1.0,False,False,False,False
s007346,v14,5,1.0,False,False,False,False
s007347,v21,8,1.0,False,False,False,False
s007348,v30,7,1.0,False,False,False,False
s007349,v23,7,1.0,False,False,False,False
s007350,v23,5,1.0,False,False,False,False
s007351,v24,7,1.0,False,False,False,False
s007352,v28,10,1.0,False,False,False,False
s007353,v27,6,1.0,False,False,False,False
s007354,v10,6,1.0,False,False,False,False
s007355,v19,8,1.0,False,False,False,False
s007356,v7,9,0.99,False,False,False,False
s007357,v6,6,1.0,False,False,False,False
s007358,v21,5,1.0,False,False,False,False
s007359,v13,5,1.0,False,False,False,False
s007360,v5,6,1.0,False,False,False,False
s007361,v5,7,1.0,False,False,False,False
s007362,v17,7,1.0,False,False,False,False
s007363,v16,2,1.0,False,False,True,True
s007364,v24,11,1.0,False,False,False,False
s007365,v12,11,1.0,False,False,False,False
s007366,v21,12,0.85,False,False,False,False
s007367,v7,6,1.0,False,False,False,False
s007368,v30,4,1.0,False,False,False,False
s007369,v28,6,1.0,False,False,False,False
s007370,v28,9,1.0,False,False,False,False
s007371,v2,10,0.92,False,False,False,False
s007372,v6,8,0.93,False,False,False,False
s007373,v17,3,1.01,False,False,False,False
s007374,v19,11,1.0,False,False,False,False
s007375,v21,10,0.75,False,False,False,False
s007376,v18,6,1.0,False,False,False,False
s007377,v17,11,1.0,False,False,False,False
s007378,v4,6,1.0,False,False,False,False
s007379,v15,6,1.0,False,False,False,False
s007380,v1,7,1.0,False,False,False,False
s007381,v8,7,1.0,False,False,False,False
s007382,v26,12,1.0,False,False,False,False
s007383,v17,10,1.0,False,False,False,False
s007384,v24,5,1.0,False,False,False,False
s007385,v2,5,1.0,False,False,False,False
s007386,v2,5,1.0,False,False,False,False
s007387,v12,11,1.0,False,False,False,False
s007388,v26,6,1.0,False,False,False,False
s007389,v23,8,1.0,False,False,False,False
s007390,v24,6,1.0,False,False,False,False
s007391,v25,12,1.0,False,False,False,False
s007392,v29,6,1.0,False,False,False,False
s007393,v27,3,1.0,False,False,False,False
s007394,v26,3,1.0,False,False,False,False
s007395,v20,6,1.0,False,False,False,False
s007396,v21,8,1.0,False,False,False,False
s007397,v18,7,1.0,False,False,False,False
s007398,v20,7,1.0,False,False,False,False
s007399,v12,6,1.0,False,False,False,False
s007400,v16,10,1.0,False,False,False,False
s007401,v12,7,1.0,False,False,False,False
s007402,v13,8,1.0,False,False,False,False
s007403,v1,8,1.0,False,False,False,False
s007404,v6,6,1.0,False,False,False,False
s007405,v29,7,1.0,False,False,False,False
s007406,v23,4,1.0,False,False,False,False
s007407,v8,8,1.0,False,False,False,False
s007408,v2,5,1.0,False,False,False,False
s007409,v18,6,1.0,False,False,False,False
s007410,v24,6,1.0,False,False,False,False
s007411,v21,8,0.9,False,False,False,False
s007412,v29,5,1.0,False,False,False,False
s007413,v27,7,1.0,False,False,False,False
s007414,v17,8,1.0,False,False,False,False
s007415,v14,8,1.0,False,False,False,False
s007416,v4,7,1.0,False,False,False,False
s007417,v10,9,1.0,False,False,False,False
s007418,v7,4,1.0,False,False,False,False
s007419,v13,6,1.0,False,False,False,False
s007420,v30,6,1.0,False,False,False,False
s007421,v16,7,1.0,False,False,False,False
s007422,v20,8,1.0,False,False,False,False
s007423,v26,4,1.0,False,False,False,False
s007424,v22,6,1.0,False,False,False,False
s007425,v3,6,1.0,False,False,False,False
s007426,v28,12,1.0,False,False,False,False
s007427,v25,10,1.0,False,False,False,False
s007428,v5,6,1.0,False,False,False,False
s007429,v30,5,0.85,False,False,False,False
s007430,v26,8,1.0,False,False,False,False
s007431,v16,9,1.0,False,False,False,False
s007432,v3,9,1.0,False,False,False,False
s007433,v26,7,1.0,False,False,False,False
s007434,v24,4,0.93,False,False,False,False
s007435,v20,6,1.0,False,False,False,False
s007436,v21,5,1.0,False,False,False,False
s007437,v5,4,1.0,False,False,False,False
s007438,v9,8,1.0,False,False,False,False
s007439,v23,9,1.0,False,False,False,False
s007440,v13,7,1.0,False,False,False,False
s007441,v23,6,1.0,False,False,False,False
s007442,v1,11,0.72,False,False,False,False
s007443,v5,5,1.0,False,False,False,False
s007444,v18,3,1.0,False,False,False,False
s007445,v12,8,1.0,False,False,False,False
s007446,v26,9,1.0,False,False,False,False
s007447,v5,10,1.0,False,False,False,False
s007448,v16,7,1.0,False,False,False,False
s007449,v18,2,1.0,False,False,True,True
s007450,v12,6,1.0,False,False,False,False
s007451,v19,7,1.0,False,False,False,False
s007452,v22,8,1.0,False,False,False,False
s007453,v9,5,1.0,False,False,False,False
s007454,v30,8,1.0,False,False,False,False
s007455,v21,7,1.0,False,False,False,False
s007456,v10,6,1.0,False,False,False,False
s007457,v9,11,1.0,False,False,False,False
s007458,v23,6,1.0,False,False,False,False
s007459,v14,7,1.0,False,False,False,False
s007460,v24,5,1.0,False,False,False,False
s007461,v2,4,1.0,False,False,False,False
s007462,v13,11,1.0,False,False,False,False
s007463,v17,5,1.0,False,False,False,False
s007464,v20,8,1.0,False,False,False,False
s007465,v23,8,1.0,False,False,False,False
s007466,v22,8,1.0,False,False,False,False
s007467,v12,10,1.0,False,False,False,False
s007468,v3,7,1.0,False,False,False,False
s007469,v29,4,1.0,False,False,False,False
s007470,v29,9,1.0,False,False,False,False
s007471,v26,6,0.78,False,False,False,False
s007472,v20,6,1.0,False,False,False,False
s007473,v27,4,1.0,False,False,False,False
s007474,v16,9,1.0,False,False,False,False
s007475,v14,3,1.0,False,False,False,False
s007476,v6,4,1.0,False,False,False,False
s007477,v17,5,1.0,False,False,False,False
s007478,v22,7,1.0,False,False,False,False
s007479,v5,8,1.0,False,False,False,False
s007480,v14,8,1.0,False,False,False,False
s007481,v8,7,1.0,False,False,False,False
s007482,v22,7,1.0,False,False,False,False
s007483,v20,9,1.0,False,False,False,False
s007484,v5,5,1.0,False,False,False,False
s007485,v4,9,1.0,False,False,False,False
s007486,v9,8,1.0,False,False,False,False
s007487,v16,5,1.0,False,False,False,False
s007488,v3,12,1.0,False,False,False,False
s007489,v20,6,0.77,False,False,False,False
s007490,v26,13,1.0,False,False,False,False
s007491,v25,9,1.0,False,False,False,False
s007492,v20,6,1.0,False,False,False,False
s007493,v17,6,1.0,False,False,False,False
s007494,v26,5,1.0,False,False,False,False
s007495,v30,8,1.0,False,False,False,False
s007496,v4,6,1.0,False,False,False,False
s007497,v15,8,1.0,False,False,False,False
s007498,v11,9,1.0,False,False,False,False
s007499,v1,7,1.0,False,False,False,False
s007500,v17,5,1.0,False,False,False,False
s007501,v21,6,1.0,False,False,False,False
s007502,v26,4,1.0,False,False,False,False
s007503,v21,7,1.0,False,False,False,False
s007504,v25,6,1.0,False,False,False,False
s007505,v7,6,1.0,False,False,False,False
s007506,v21,8,1.0,False,False,False,False
s007507,v28,7,1.0,False,False,False,False
s007508,v25,6,1.0,False,False,False,False
s007509,v14,6,1.0,False,False,False,False
s007510,v28,4,1.0,False,False,False,False
s007511,v17,4,1.0,False,False,False,False
s007512,v20,7,1.0,False,False,False,False
s007513,v7,5,1.0,False,False,False,False
s007514,v9,8,1.0,False,False,False,False
s007515,v18,9,1.0,False,False,False,False
s007516,v20,7,1.0,False,False,False,False
s007517,v8,7,1.0,False,False,False,False
s007518,v17,11,1.0,False,False,False,False
s007519,v1,6,1.0,False,False,False,False
s007520,v2,6,1.0,False,False,False,False
s007521,v20,5,1.0,False,False,False,False
s007522,v4,8,1.0,False,False,False,False
s007523,v5,4,1.0,False,False,False,False
s007524,v4,3,1.0,False,False,False,False
s007525,v18,9,1.0,False,False,False,False
s007526,v24,4,1.0,False,False,False,False
s007527,v14,8,1.0,False,False,False,False
s007528,v24,9,1.0,False,False,False,False
s007529,v6,4,1.0,False,False,False,False
s007530,v23,4,1.0,False,False,False,False
s007531,v21,7,1.0,False,False,False,False
s007532,v26,9,1.0,False,False,False,False
s007533,v21,10,1.0,False,False,False,False
s007534,v16,5,1.0,False,False,False,False
s007535,v8,3,1.0,False,False,False,False
s007536,v16,8,1.0,False,False,False,False
s007537,v18,10,1.0,False,False,False,False
s007538,v25,9,1.66,False,False,False,False
s007539,v16,6,1.0,False,False,False,False
s007540,v26,6,1.0,False,False,False,False
s007541,v25,7,1.0,False,False,False,False
s007542,v19,4,1.0,False,False,False,False
s007543,v7,5,1.0,False,False,False,False
s007544,v20,8,1.0,False,False,False,False
s007545,v29,11,1.0,False,False,False,False
s007546,v28,3,0.53,False,False,False,False
s007547,v9,5,1.0,False,False,False,False
s007548,v17,11,1.0,False,False,False,False
s007549,v14,5,1.0,False,False,False,False
s007550,v18,3,1.0,False,False,False,False
s007551,v7,12,1.0,False,False,False,False
s007552,v22,4,1.0,False,False,False,False
s007553,v27,7,1.0,False,False,False,False
s007554,v13,5,1.0,False,False,False,False
s007555,v29,11,1.0,False,False,False,False
s007556,v6,6,1.0,False,False,False,False
s007557,v23,7,0.96,False,False,False,False
s007558,v27,5,1.0,False,False,False,False
s007559,v27,6,1.0,False,False,False,False
s007560,v10,7,1.0,False,False,False,False
s007561,v8,9,1.0,False,False,False,False
s007562,v2,9,1.0,False,False,False,False
s007563,v3,9,1.0,False,False,False,False
s007564,v14,8,1.0,False,False,False,False
s007565,v7,4,1.0,False,False,False,False
s007566,v23,6,1.0,False,False,False,False
s007567,v14,7,1.0,False,False,False,False
s007568,v29,7,1.0,False,False,False,False
s007569,v10,9,0.97,False,False,False,False
s007570,v10,8,1.01,False,False,False,False
s007571,v21,13,1.0,False,False,False,False
s007572,v15,5,1.0,False,False,False,False
s007573,v3,5,1.0,False,False,False,False
s007574,v22,8,1.0,False,False,False,False
s007575,v27,6,1.0,False,False,False,False
s007576,v10,7,1.0,False,False,False,False
s007577,v6,5,1.0,False,False,False,False
s007578,v26,9,1.0,False,False,False,False
s007579,v5,4,1.0,False,False,False,False
s007580,v25,7,1.0,False,False,False,False
s007581,v24,3,1.0,False,False,False,False
s007582,v18,11,1.0,False,False,False,False
s007583,v18,10,1.0,False,False,False,False
s007584,v5,7,1.0,False,False,False,False
s007585,v2,6,1.0,False,False,False,False
s007586,v12,6,1.0,False,False,False,False
s007587,v23,5,1.0,False,False,False,False
s007588,v27,9,1.0,False,False,False,False
s007589,v20,8,1.0,False,False,False,False
s007590,v20,9,1.0,False,False,False,False
s007591,v10,6,1.0,False,False,False,False
s007592,v19,5,0.85,False,False,False,False
s007593,v18,6,1.0,False,False,False,False
s007594,v15,10,1.0,False,False,False,False
s007595,v25,6,0.61,False,False,False,False
s007596,v29,4,1.0,False,False,False,False
s007597,v17,11,1.0,False,False,False,False
s007598,v28,3,1.0,False,False,False,False
s007599,v13,5,1.0,False,False,False,False
s007600,v15,7,1.0,False,False,False,False
s007601,v22,7,1.0,False,False,False,False
s007602,v1,7,1.0,False,False,False,False
s007603,v3,9,1.0,False,False,False,False
s007604,v27,12,1.0,False,False,False,False
s007605,v25,4,1.0,False,False,False,False
s007606,v25,9,1.0,False,False,False,False
s007607,v1,10,1.0,False,False,False,False
s007608,v24,3,1.0,False,False,False,False
s007609,v13,7,1.0,False,False,False,False
s007610,v10,7,1.0,False,False,False,False
s007611,v27,8,1.0,False,False,False,False
s007612,v5,5,0.96,False,False,False,False
s007613,v7,6,1.0,False,False,False,False
s007614,v8,7,1.0,False,False,False,False
s007615,v14,6,1.0,False,False,False,False
s007616,v21,6,1.0,False,False,False,False
s007617,v11,7,1.0,False,False,False,False
s007618,v4,9,1.0,False,False,False,False
s007619,v15,12,1.0,False,False,False,False
s007620,v4,9,1.0,False,False,False,False
s007621,v19,7,1.0,False,False,False,False
s007622,v18,6,1.0,False,False,False,False
s007623,v24,9,1.0,False,False,False,False
s007624,v24,4,1.0,False,False,False,False
s007625,v30,6,1.0,False,False,False,False
s007626,v27,4,1.0,False,False,False,False
s007627,v28,12,1.0,False,False,False,False
s007628,v19,7,1.0,False,False,False,False
s007629,v2,6,1.0,False,False,False,False
s007630,v12,2,1.0,False,False,False,False
s007631,v1,3,1.0,False,False,False,False
s007632,v20,5,1.0,False,False,False,False
s007633,v20,7,1.0,False,False,False,False
s007634,v30,8,1.0,False,False,False,False
s007635,v25,7,1.0,False,False,False,False
s007636,v27,6,1.0,False,False,False,False
s007637,v5,7,1.0,False,False,False,False
s007638,v5,4,1.0,False,False,False,False
s007639,v4,10,1.0,False,False,False,False
s007640,v30,8,1.0,False,False,False,False
s007641,v28,5,1.0,False,False,False,False
s007642,v20,5,1.0,False,False,False,False
s007643,v21,7,1.0,False,False,False,False
s007644,v27,5,1.0,False,False,False,False
s007645,v28,5,1.0,False,False,False,False
s007646,v28,5,2.6,False,False,False,False
s007647,v12,4,1.0,False,False,False,False
s007648,v21,3,1.0,False,False,False,False
s007649,v14,12,1.0,False,False,False,False
s007650,v22,6,1.0,False,False,False,False
s007651,v24,6,1.0,False,False,False,False
s007652,v10,5,1.0,False,False,False,False
s007653,v16,7,1.0,False,False,False,False
s007654,v9,7,1.0,False,False,False,False
s007655,v8,6,1.0,False,False,False,False
s007656,v26,7,1.0,False,False,False,False
s007657,v14,5,1.0,False,False,False,False
s007658,v26,5,1.0,False,False,False,False
s007659,v22,8,1.0,False,False,False,False
s007660,v15,4,1.0,False,False,False,False
s007661,v5,4,1.0,False,False,False,False
s007662,v15,7,1.0,False,False,False,False
s007663,v23,11,1.0,False,False,False,False
s007664,v14,8,1.0,False,False,False,False
s007665,v10,6,1.0,False,False,False,False
s007666,v29,7,1.0,False,False,False,False
s007667,v14,8,1.0,False,False,False,False
s007668,v29,8,1.0,False,False,False,False
s007669,v7,10,1.0,False,False,False,False
s007670,v8,4,1.0,False,False,False,False
s007671,v16,3,1.0,False,False,False,False
s007672,v10,8,1.0,False,False,False,False
s007673,v16,8,1.0,False,False,False,False
s007674,v26,6,1.0,False,False,False,False
s007675,v29,5,1.0,False,False,False,False
s007676,v19,5,1.0,False,False,False,False
s007677,v14,10,1.0,False,False,False,False
s007678,v2,10,1.0,False,False,False,False
s007679,v27,10,1.0,False,False,False,False
s007680,v8,4,1.0,False,False,False,False
s007681,v16,8,1.0,False,False,False,False
s007682,v10,4,1.0,False,False,False,False
s007683,v5,11,1.0,False,False,False,False
s007684,v9,7,1.4,False,False,False,False
s007685,v1,9,1.0,False,False,False,False
s007686,v24,12,1.0,False,False,False,False
s007687,v13,5,1.0,False,False,False,False
s007688,v19,8,1.0,False,False,False,False
s007689,v8,5,1.0,False,False,False,False
s007690,v17,8,1.0,False,False,False,False
s007691,v18,8,1.0,False,False,False,False
s007692,v17,5,1.0,False,False,False,False
s007693,v2,5,1.0,False,False,False,False
s007694,v23,7,1.0,False,False,False,False
s007695,v26,3,1.0,False,False,False,False
s007696,v15,10,1.0,False,False,False,False
s007697,v13,9,1.0,False,False,False,False
s007698,v10,12,1.0,False,False,False,False
s007699,v6,8,1.0,False,False,False,False
s007700,v21,8,1.0,False,False,False,False
s007701,v30,5,1.0,False,False,False,False
s007702,v18,8,1.0,False,False,False,False
s007703,v5,8,1.0,False,False,False,False
s007704,v8,5,1.0,False,False,False,False
s007705,v27,10,1.0,False,False,False,False
s007706,v14,5,1.0,False,False,False,False
s007707,v28,5,1.0,False,False,False,False
s007708,v20,7,1.0,False,False,False,False
s007709,v20,5,1.0,False,False,False,False
s007710,v12,14,1.0,False,False,False,False
s007711,v1,13,1.0,False,False,False,False
s007712,v5,6,1.0,False,False,False,False
s007713,v9,10,1.0,False,False,False,False
s007714,v27,7,1.0,False,False,False,False
s007715,v8,7,1.0,False,False,False,False
s007716,v19,6,1.0,False,False,False,False
s007717,v4,8,1.0,False,False,False,False
s007718,v30,4,1.0,False,False,False,False
s007719,v13,4,1.0,False,False,False,False
s007720,v21,5,1.0,False,False,False,False
s007721,v16,6,1.0,False,False,False,False
s007722,v7,12,1.0,False,False,False,False
s007723,v18,8,1.0,False,False,False,False
s007724,v16,9,1.0,False,False,False,False
s007725,v23,10,1.0,False,False,False,False
s007726,v29,4,1.0,False,False,False,False
s007727,v17,7,1.0,False,False,False,False
s007728,v24,7,0.84,False,False,False,False
s007729,v28,7,1.0,False,False,False,False
s007730,v17,7,0.33,False,False,False,False
s007731,v7,5,1.0,False,False,False,False
s007732,v19,9,1.0,False,False,False,False
s007733,v4,7,1.0,False,False,False,False
s007734,v26,9,1.0,False,False,False,False
s007735,v9,7,1.0,False,False,False,False
s007736,v9,6,1.0,False,False,False,False
s007737,v7,5,1.0,False,False,False,False
s007738,v9,5,1.0,False,False,False,False
s007739,v1,3,1.0,False,False,False,False
s007740,v3,7,1.0,False,False,False,False
s007741,v2,7,1.0,False,False,False,False
s007742,v29,9,1.0,False,False,False,False
s007743,v21,11,1.0,False,False,False,False
s007744,v24,7,1.0,False,False,False,False
s007745,v19,8,1.0,False,False,False,False
s007746,v2,7,1.0,False,False,False,False
s007747,v12,6,1.0,False,False,False,False
s007748,v21,6,1.0,False,False,False,False
s007749,v29,7,1.0,False,False,False,False
s007750,v14,5,1.0,False,False,False,False
s007751,v16,6,1.0,False,False,False,False
s007752,v24,6,1.0,False,False,False,False
s007753,v25,7,1.0,False,False,False,False
s007754,v19,4,1.0,False,False,False,False
s007755,v13,4,1.0,False,False,False,False
s007756,v17,3,1.0,False,False,False,False
s007757,v7,7,1.0,False,False,False,False
s007758,v7,5,1.0,False,False,False,False
s007759,v12,5,1.0,False,False,False,False
s007760,v4,5,1.0,False,False,False,False
s007761,v13,8,1.0,False,False,False,False
s007762,v17,4,1.0,False,False,False,False
s007763,v3,11,1.0,False,False,False,False
s007764,v24,8,1.0,False,False,False,False
s007765,v1,7,1.0,False,False,False,False
s007766,v8,4,1.0,False,False,False,False
s007767,v30,8,1.0,False,False,False,False
s007768,v25,8,1.0,False,False,False,False
s007769,v4,6,1.0,False,False,False,False
s007770,v30,5,1.0,False,False,False,False
s007771,v22,11,1.0,False,False,False,False
s007772,v29,9,1.0,False,False,False,False
s007773,v7,6,0.61,False,False,False,False
s007774,v4,4,1.0,False,False,False,False
s007775,v12,10,1.0,False,False,False,False
s007776,v6,5,1.0,False,False,False,False
s007777,v24,10,1.0,False,False,False,False
s007778,v24,8,1.0,False,False,False,False
s007779,v3,10,1.82,False,False,False,False
s007780,v25,4,1.0,False,False,False,False
s007781,v16,3,1.05,False,False,False,False
s007782,v8,7,1.0,False,False,False,False
s007783,v20,6,1.0,False,False,False,False
s007784,v9,5,1.0,False,False,False,False
s007785,v16,13,1.0,False,False,False,False
s007786,v29,3,1.0,False,False,False,False
s007787,v30,8,1.0,False,False,False,False
s007788,v4,8,1.0,False,False,False,False
s007789,v18,8,1.0,False,False,False,False
s007790,v30,5,1.0,False,False,False,False
s007791,v26,6,1.0,False,False,False,False
s007792,v9,8,0.99,False,False,False,False
s007793,v9,11,1.0,False,False,False,False
s007794,v29,9,1.65,False,False,False,False
s007795,v23,8,1.0,False,False,False,False
s007796,v2,6,1.0,False,False,False,False
s007797,v27,8,1.0,False,False,False,False
s007798,v11,7,1.0,False,False,False,False
s007799,v6,6,1.0,False,False,False,False
s007800,v3,10,1.0,False,False,False,False
s007801,v19,9,1.0,False,False,False,False
s007802,v18,14,1.0,False,False,False,False
s007803,v4,10,1.0,False,False,False,False
s007804,v20,8,1.0,False,False,False,False
s007805,v9,7,1.0,False,False,False,False
s007806,v19,7,1.0,False,False,False,False
s007807,v24,5,1.0,False,False,False,False
s007808,v14,10,1.0,False,False,False,False
s007809,v22,8,1.0,False,False,False,False
s007810,v8,10,1.0,False,False,False,False
s007811,v20,4,1.0,False,False,False,False
s007812,v18,6,1.0,False,False,False,False
s007813,v26,9,1.0,False,False,False,False
s007814,v26,11,1.0,False,False,False,False
s007815,v29,4,1.0,False,False,False,False
s007816,v10,10,1.0,False,False,False,False
s007817,v18,8,1.0,False,False,False,False
s007818,v5,10,1.0,False,False,False,False
s007819,v4,6,1.0,False,False,False,False
s007820,v25,4,1.0,False,False,False,False
s007821,v11,5,0.69,False,False,False,False
s007822,v10,9,1.0,False,False,False,False
s007823,v18,6,1.0,False,False,False,False
s007824,v22,9,1.0,False,False,False,False
s007825,v6,8,1.0,False,False,False,False
s007826,v1,5,0.81,False,False,False,False
s007827,v7,7,1.0,False,False,False,False
s007828,v22,7,1.0,False,False,False,False
s007829,v7,7,1.0,False,False,False,False
s007830,v22,9,1.0,False,False,False,False
s007831,v9,8,1.0,False,False,False,False
s007832,v15,5,1.0,False,False,False,False
s007833,v27,7,1.0,False,False,False,False
s007834,v8,8,1.0,False,False,False,False
s007835,v25,7,1.77,False,False,False,False
s007836,v21,10,1.0,False,False,False,False
s007837,v4,9,1.0,False,False,False,False
s007838,v12,8,1.0,False,False,False,False
s007839,v24,8,1.0,False,False,False,False
s007840,v9,10,1.0,False,False,False,False
s007841,v11,9,1.0,False,False,False,False
s007842,v1,11,1.0,False,False,False,False
s007843,v4,4,1.0,False,False,False,False
s007844,v17,7,1.0,False,False,False,False
s007845,v1,12,1.0,False,False,False,False
s007846,v12,6,1.0,False,False,False,False
s007847,v13,5,1.0,False,False,False,False
s007848,v28,6,1.0,False,False,False,False
s007849,v26,10,1.0,False,False,False,False
s007850,v24,5,1.0,False,False,False,False
s007851,v15,7,1.0,False,False,False,False
s007852,v7,5,1.0,False,False,False,False
s007853,v17,6,1.0,False,False,False,False
s007854,v12,6,1.0,False,False,False,False
s007855,v17,10,1.0,False,False,False,False
s007856,v29,6,1.0,False,False,False,False
s007857,v19,4,1.0,False,False,False,False
s007858,v14,4,1.0,False,False,False,False
s007859,v23,9,1.0,False,False,False,False
s007860,v12,7,1.0,False,False,False,False
s007861,v13,5,1.0,False,False,False,False
s007862,v3,10,1.0,False,False,False,False
s007863,v22,4,1.0,False,False,False,False
s007864,v24,7,1.0,False,False,False,False
s007865,v6,6,1.0,False,False,False,False
s007866,v23,6,1.0,False,False,False,False
s007867,v9,9,1.0,False,False,False,False
s007868,v29,7,1.0,False,False,False,False
s007869,v14,6,1.0,False,False,False,False
s007870,v16,4,1.0,False,False,False,False
s007871,v4,6,1.0,False,False,False,False
s007872,v20,11,1.0,False,False,False,False
s007873,v25,8,1.0,False,False,False,False
s007874,v4,5,2.86,False,False,False,False
s007875,v17,5,1.0,False,False,False,False
s007876,v4,7,1.0,False,False,False,False
s007877,v4,7,1.0,False,False,False,False
s007878,v30,7,1.0,False,False,False,False
s007879,v29,10,1.0,False,False,False,False
s007880,v27,6,1.0,False,False,False,False
s007881,v27,7,1.0,False,False,False,False
s007882,v26,7,1.0,False,False,False,False
s007883,v26,9,1.0,False,False,False,False
s007884,v26,6,1.0,False,False,False,False
s007885,v1,6,1.0,False,False,False,False
s007886,v24,4,1.0,False,False,False,False
s007887,v26,7,1.0,False,False,False,False
s007888,v19,7,1.0,False,False,False,False
s007889,v27,8,1.0,False,False,False,False
s007890,v6,6,1.0,False,False,False,False
s007891,v24,5,1.0,False,False,False,False
s007892,v27,8,1.0,False,False,False,False
s007893,v14,6,1.0,False,False,False,False
s007894,v6,13,0.94,False,False,False,False
s007895,v12,18,1.0,False,False,False,False
s007896,v22,12,1.0,False,False,False,False
s007897,v29,5,1.0,False,False,False,False
s007898,v17,9,1.0,False,False,False,False
s007899,v1,11,1.0,False,False,False,False
s007900,v21,5,1.0,False,False,False,False
s007901,v26,5,1.0,False,False,False,False
s007902,v2,6,1.0,False,False,False,False
s007903,v8,4,1.0,False,False,False,False
s007904,v13,4,1.0,False,False,False,False
s007905,v29,8,1.0,False,False,False,False
s007906,v13,9,1.0,False,False,False,False
s007907,v17,7,1.0,False,False,False,False
s007908,v3,5,1.0,False,False,False,False
s007909,v3,7,1.0,False,False,False,False
s007910,v24,5,1.0,False,False,False,False
s007911,v10,5,1.0,False,False,False,False
s007912,v15,9,1.0,False,False,False,False
s007913,v14,10,1.0,False,False,False,False
s007914,v7,4,1.0,False,False,False,False
s007915,v27,8,1.0,False,False,False,False
s007916,v5,7,1.0,False,False,False,False
s007917,v30,7,1.0,False,False,False,False
s007918,v17,10,1.0,False,False,False,False
s007919,v16,8,1.0,False,False,False,False
s007920,v20,5,1.0,False,False,False,False
s007921,v10,11,1.0,False,False,False,False
s007922,v20,9,1.0,False,False,False,False
s007923,v15,6,1.0,False,False,False,False
s007924,v6,6,1.0,False,False,False,False
s007925,v11,6,1.0,False,False,False,False
s007926,v19,7,1.0,False,False,False,False
s007927,v4,9,1.0,False,False,False,False
s007928,v6,9,1.0,False,False,False,False
s007929,v9,9,1.0,False,False,False,False
s007930,v14,7,1.0,False,False,False,False
s007931,v18,8,1.0,False,False,False,False
s007932,v10,8,1.0,False,False,False,False
s007933,v13,5,1.01,False,False,False,False
s007934,v26,6,1.0,False,False,False,False
s007935,v4,5,1.0,False,False,False,False
s007936,v4,5,1.0,False,False,False,False
s007937,v17,5,1.0,False,False,False,False
s007938,v6,5,1.0,False,False,False,False
s007939,v6,6,1.0,False,False,False,False
s007940,v30,4,1.0,False,False,False,False
s007941,v2,7,1.0,False,False,False,False
s007942,v22,6,1.0,False,False,False,False
s007943,v2,2,1.0,False,False,True,True
s007944,v16,8,1.0,False,False,False,False
s007945,v27,7,1.0,False,False,False,False
s007946,v26,6,1.0,False,False,False,False
